130 2 9  2 2 2030  5 4 2 3 1 1 3 24  3 2 1 3 1 2 
131 2 60 3 3 7418  5 3 1 3 1 1 1 27  3 2 1 2 1 1 
132 4 15 2 1 3812  2 2 1 2 1 4 3 23  3 2 1 3 1 2 
133 4 11 4 3 1154  2 1 4 2 1 4 1 57  3 2 3 2 1 1 
134 1 18 4 0 5302  1 5 2 3 1 4 4 36  3 3 3 4 1 2 
135 2 15 2 3 802   1 5 4 3 1 3 3 37  3 2 1 3 2 1 
136 4 36 4 9 6304  5 5 4 3 1 4 1 36  3 2 2 3 1 1 
137 4 18 2 0 2662  5 4 4 3 1 3 2 32  3 2 1 3 1 1 1
138 1 30 2 5 11998 1 2 1 1 1 1 4 34  3 2 1 2 1 2 
139 4 18 4 3 2404  1 3 2 2 1 2 3 26  3 2 2 3 1 1 
140 4 15 4 1 3368  4 5 3 3 1 4 4 23  3 1 2 3 1 2 
141 3 18 1 3 1445  5 4 4 3 1 4 3 49  1 2 1 2 1 1 
142 4 15 4 2 1520  5 5 4 3 1 4 2 63  3 2 1 3 1 1 
143 1 48 2 1 4788  1 4 4 3 1 3 2 26  3 2 1 3 2 1 
144 2 48 3 X 7582  2 1 2 3 1 4 4 31  3 3 1 4 1 2 
145 1 24 4 1 6419  1 5 2 2 1 4 4 44  3 3 2 4 2 2 
146 4 12 2 1 4675  5 2 1 2 1 4 3 20  3 1 1 3 1 1 
147 4 18 2 2 2515  1 3 3 3 1 4 1 43  3 2 1 3 1 2 
148 4 6  2 0 672   1 1 1 2 1 4 1 54  3 2 1 1 1 2 
149 3 24 4 0 1344  5 4 4 3 1 2 1 37  1 2 2 2 2 1 
150 1 12 2 3 727   2 2 4 4 1 3 4 33  3 2 1 2 1 2 
151 2 9  2 0 276   1 3 4 4 1 4 1 22  3 1 1 2 1 1 
152 2 48 2 X 5381  5 1 3 3 1 4 4 40  1 3 1 1 1 2 
153 4 24 2 2 5511  2 3 4 3 1 1 3 25  2 2 1 3 1 1 
154 3 24 2 2 3749  1 2 2 2 1 4 3 26  3 2 1 3 1 1 
155 2 12 2 0 685   1 4 2 4 1 3 3 25  1 2 1 2 1 1 
156 3 4  2 0 1494  5 2 1 3 1 2 1 999 3 2 1 2 2 1 1
157 1 36 1 2 2746  1 5 4 3 1 4 3 31  1 2 1 3 1 1 
158 1 12 2 2 708   1 3 2 3 3 3 2 38  3 2 1 2 2 1 
159 2 24 2 2 4351  5 3 1 2 1 4 2 48  3 2 1 2 1 2 
160 1 15 3 2 3643  1 5 1 2 1 4 2 27  3 2 2 2 1 1 
161 2 30 4 0 4249  1 1 4 4 1 2 3 28  3 2 2 4 1 1 
162 1 24 2 1 2910  1 4 2 3 1 1 4 34  3 3 1 4 1 2 
163 1 18 2 2 2659  4 3 4 3 1 2 3 28  3 2 1 3 1 1 
164 1 8  4 0 3398  1 4 1 3 1 4 1 39  3 2 2 2 1 1 1
165 3 36 2 3 4473  1 5 4 3 1 2 3 31  3 2 1 3 1 1 
166 2 60 2 0 7408  2 2 4 2 1 2 2 24  3 2 1 4 1 1 
167 4 48 4 1 11590 2 3 2 2 1 4 3 24  1 1 2 2 1 1 
168 1 24 0 2 4110  1 5 3 3 1 4 4 23  1 1 2 3 2 1 
169 1 6  4 2 3384  1 3 1 1 1 4 1 44  3 1 1 4 1 2 
170 2 13 2 3 2101  1 2 2 2 3 4 2 23  3 2 1 2 1 1 
171 1 15 2 4 1275  5 3 4 2 1 2 3 24  3 1 1 3 1 1 
172 1 24 9 2 4169  1 3 4 3 1 4 2 28  3 2 1 3 1 1 
173 1 21 2 2 3599  1 4 1 2 1 4 3 26  3 1 1 2 1 1 
174 4 15 4 3 1459  1 3 4 2 1 2 3 43  3 2 1 2 1 1 
175 4 6  3 9 1743  2 3 1 3 1 2 1 34  3 2 2 2 1 1 
176 2 9  4 6 1136  4 5 4 3 1 3 4 32  3 3 2 3 2 1 
177 2 9  2 2 959   1 3 1 2 1 2 3 29  3 2 1 3 1 1 1
178 4 18 4 1 3229  5 1 2 3 1 4 4 38  3 2 1 4 1 2 
179 1 12 0 3 6199  1 3 4 3 1 2 2 999 3 1 2 3 1 2 
180 2 24 2 0 1246  1 2 4 3 1 2 1 23  2 2 1 2 1 1 
181 4 12 4 3 2331  5 5 1 3 2 4 1 49  3 2 1 3 1 2 
182 4 36 3 3 4463  1 3 4 3 1 2 3 26  3 2 2 4 1 2 
183 4 12 2 3 776   1 3 4 4 1 2 1 28  3 2 1 3 1 1 
184 2 18 2 6 1239  5 3 4 3 1 4 4 999 3 3 1 3 1 1 
185 3 12 2 3 3399  5 5 2 3 1 3 3 37  3 2 1 4 1 1 
186 1 18 2 2 2473  1 1 4 3 1 1 3 25  3 2 1 1 1 1 
187 4 12 2 9 1542  1 4 2 9 1 4 3 36  3 2 1 3 1 2 
188 4 18 4 3 6070  1 5 3 3 1 4 3 33  3 2 2 3 1 2 
189 4 60 4 0 13756 5 5 2 3 1 4 4 63  1 3 1 4 1 2 
190 2 60 1 X 14782 2 5 3 2 1 4 4 60  1 3 2 4 1 2 
191 4 7  3 3 846   5 5 3 3 1 4 4 36  3 3 1 3 1 1 
192 1 20 2 2 2212  5 4 4 3 1 4 3 39  3 2 1 3 1 2 
193 2 18 2 1 12976 1 1 3 2 1 4 4 38  3 3 1 4 1 2 
194 4 22 2 0 1283  5 4 4 2 1 4 2 25  3 1 1 3 1 1 
195 4 30 3 9 4272  2 3 2 3 1 2 2 26  3 2 2 2 1 1 
196 4 18 2 0 1820  1 3 2 4 1 2 2 30  3 2 1 4 1 2 
197 2 12 2 2 983   4 2 1 2 1 4 1 19  3 1 1 2 1 1 
198 1 36 2 0 3249  1 4 2 3 1 4 4 39  1 3 1 4 2 2 
199 1 6  4 3 1957  1 4 1 2 1 4 3 31  3 2 1 3 1 1 
200 4 24 4 3 1516  4 3 4 2 1 1 1 43  3 2 2 2 1 1 
201 4 24 9 1 2197  5 4 4 3 1 4 3 43  3 2 2 3 2 2 
202 1 15 2 3 1053  1 2 4 4 1 2 1 27  3 2 1 3 1 1 1
203 4 33 4 1 7253  1 4 3 3 1 2 3 35  3 2 2 4 1 2 
204 4 21 2 0 2782  3 4 1 2 1 2 3 31  1 2 1 4 1 1 
205 2 18 2 0 1042  5 3 4 2 1 2 2 33  3 2 1 3 1 1 
206 2 12 2 1 2028  5 3 4 3 1 2 3 30  3 2 1 3 1 1 
207 2 12 4 0 958   1 4 2 3 1 3 1 47  3 2 2 2 2 1 
208 4 21 3 2 1591  2 4 4 3 1 3 1 34  3 2 2 4 1 1 
209 2 12 2 2 2762  5 5 1 2 1 2 2 25  1 2 1 3 1 2 
210 2 18 2 1 2779  1 3 1 4 1 3 3 21  3 1 1 3 1 2 
211 4 9  2 2 1313  1 5 1 3 1 4 3 20  3 2 1 3 1 1 
212 1 18 4 5 1190  1 1 2 2 1 4 4 55  3 3 3 1 2 1 
213 4 5  2 9 3448  1 4 1 3 1 4 1 74  3 2 1 2 1 1 
214 1 6  4 2 1872  1 1 4 3 1 4 4 36  3 3 3 4 1 2 
215 4 24 4 5 2058  1 3 4 1 1 2 1 33  3 2 2 3 1 2 
216 2 12 2 3 1484  5 3 2 4 1 1 1 25  3 2 1 3 1 2 
217 4 24 4 0 1287  4 5 4 2 1 4 1 37  3 2 2 3 1 2 
218 3 12 9 9 609   1 2 4 2 1 1 1 26  3 2 1 1 1 1 
219 2 20 3 X 2629  1 3 2 9 1 3 3 29  1 2 2 3 1 2 
220 2 48 4 2 5096  1 3 2 9 1 3 3 30  3 2 1 4 1 2 
221 4 9  4 6 1244  5 5 4 2 1 4 2 41  3 1 2 2 1 1 
222 1 36 2 0 1842  1 2 4 2 1 4 3 34  3 2 1 3 1 2 
223 2 7  2 3 2576  1 3 2 3 3 2 1 35  3 2 1 3 1 1 
224 3 12 2 2 1424  5 5 3 2 1 4 1 55  3 2 1 4 1 2 
225 2 15 3 5 1512  4 3 3 4 1 3 2 61  2 2 2 3 1 1 
226 4 36 4 1 11054 5 3 4 3 1 2 3 30  3 2 1 4 1 2 
227 4 12 0 2 2759  1 5 2 3 1 4 2 34  3 2 2 3 1 1 
228 4 24 2 1 2670  1 5 4 3 1 4 3 35  3 2 1 4 1 2 
229 1 24 2 0 4817  1 4 2 3 2 3 2 31  3 2 1 3 1 2 
230 4 24 2 1 2679  1 2 4 2 1 1 4 29  3 2 1 4 1 2 
231 1 11 4 0 3905  1 3 2 3 1 2 1 36  3 1 2 3 2 1 
232 1 12 2 1 3386  1 5 3 3 1 4 4 35  3 3 1 3 1 2 
233 1 6  2 4 343   1 2 4 2 1 1 1 27  3 2 1 3 1 1 
234 1 15 2 0 1721  1 2 2 3 1 3 1 36  3 2 1 3 1 1 
235 2 12 2 2 3017  1 2 3 2 1 1 1 34  3 1 1 4 1 1 
236 4 48 3 3 7238  5 5 3 3 1 3 3 32  1 2 2 3 2 1 
237 4 24 3 1 4679  1 4 3 3 1 3 3 35  3 2 2 2 1 2 
238 2 24 2 3 3092  2 2 3 4 1 2 3 22  3 1 1 3 1 2 
239 1 6  2 6 448   1 2 4 2 1 4 2 23  3 2 1 3 1 1 
240 1 9  2 0 654   1 3 4 3 1 3 3 28  3 2 1 2 1 1 
241 4 6  2 8 1238  5 1 4 3 1 4 2 36  3 2 1 4 2 2 
242 4 39 2 1 2569  3 3 4 3 1 4 3 24  3 2 1 3 1 1 
243 3 24 2 3 5152  1 4 4 3 1 2 3 25  1 2 1 3 1 1 
244 1 15 4 2 1478  1 5 4 3 1 4 3 44  3 2 2 3 2 2 
245 2 12 4 3 3573  1 3 1 2 1 1 1 23  3 2 1 2 1 1 
246 4 12 2 3 3077  1 3 2 3 1 4 3 52  3 2 1 3 1 2 
247 4 6  2 0 3518  1 3 2 3 3 3 2 26  3 1 1 3 1 1 
248 4 6  4 3 1237  2 3 1 2 1 1 2 27  3 2 2 3 1 1 
249 2 6  2 3 368   5 5 4 3 1 4 2 38  3 2 1 3 1 1 
250 1 24 2 2 2996  5 3 2 4 1 4 3 20  3 2 1 3 1 1 
251 2 36 2 2 9034  2 2 4 3 2 1 4 29  3 1 1 4 1 2 
252 2 18 2 3 1301  1 5 4 4 3 2 1 32  3 2 1 2 1 1 
253 3 6  4 0 1323  2 5 2 1 1 4 3 28  3 2 2 3 2 2 
254 4 10 2 0 1309  5 3 4 3 3 4 2 27  3 2 1 2 1 1 
255 3 15 4 1 2360  3 3 2 3 1 2 3 36  3 2 1 3 1 2 
256 4 39 2 1 8588  2 5 4 3 1 2 3 45  3 2 1 4 1 2 
257 4 36 2 1 4686  1 3 2 3 1 2 4 32  3 3 1 4 1 2 
258 2 12 3 3 585   1 3 4 4 2 4 1 20  3 1 2 3 1 1 
259 1 6  4 0 1361  1 2 2 3 1 4 1 40  3 2 1 2 2 1 1
260 4 36 4 2 7127  1 2 2 2 1 4 2 23  3 1 2 3 1 2 
261 1 6  2 0 1203  2 5 3 3 1 2 2 43  3 2 1 3 1 2 
262 4 24 4 5 5507  1 5 3 3 1 4 4 44  3 3 2 3 1 1 
263 1 18 2 3 3190  1 3 2 2 1 2 1 24  3 2 1 3 1 1 
264 1 48 0 2 7119  1 3 3 3 1 4 4 53  3 3 2 3 2 1 
265 4 24 2 1 3488  2 4 3 9 1 4 3 23  3 2 1 3 1 1 
266 2 26 2 1 7966  1 2 2 3 1 3 3 30  3 2 2 3 1 1 
267 4 4  4 3 1503  1 4 2 3 1 1 1 42  3 2 2 2 2 1 
268 1 36 2 3 2302  1 3 4 1 1 4 3 31  3 1 1 3 1 1 
269 2 36 2 6 2273  1 4 3 3 1 1 3 32  3 2 2 3 2 1 
270 2 15 2 0 2631  2 3 2 2 1 4 3 28  3 1 2 3 1 2 
271 4 12 3 1 1503  1 3 4 4 1 4 1 41  3 1 1 3 1 1 
272 4 24 2 3 1311  2 4 4 4 1 3 2 26  3 2 1 3 1 2 
273 4 24 2 3 3105  5 2 4 3 1 2 3 25  3 2 2 3 1 1 
274 2 18 4 2 3612  1 5 3 2 1 4 2 37  3 2 1 3 1 2 
275 4 24 3 0 2032  1 5 4 3 1 4 4 60  3 3 2 3 1 2 
276 1 30 2 2 6350  5 5 4 3 1 4 2 31  3 2 1 3 1 1 
277 3 18 2 2 2864  1 3 2 3 1 1 1 34  3 2 1 2 2 1 
278 1 12 1 3 626   1 3 4 2 1 4 1 24  1 2 1 2 1 1 
279 4 12 4 5 996   5 4 4 2 1 4 1 23  3 2 2 3 1 1 
280 1 48 9 3 6999  1 4 1 4 3 1 1 34  3 2 2 3 1 2 
281 2 12 4 0 1995  2 2 4 3 1 1 3 27  3 2 1 3 1 1 
282 2 9  2 6 1199  1 4 4 2 1 4 2 67  3 2 2 4 1 2 
283 2 18 4 2 1928  1 2 2 3 1 2 1 31  3 2 2 2 1 1 
284 3 6  3 3 683   1 2 2 2 1 1 2 29  1 2 1 3 1 1 
285 1 12 2 0 1372  1 4 2 1 1 3 3 36  3 2 1 3 1 1 
286 4 24 4 3 2578  4 5 2 3 1 2 3 34  3 2 1 3 1 1 
287 1 24 2 2 3234  1 2 4 2 1 4 1 23  3 1 1 2 1 2 
288 4 24 2 1 5433  5 1 2 2 1 4 2 26  3 1 1 4 1 2 
289 2 9  2 3 1082  1 5 4 3 1 4 3 27  3 2 2 2 1 1 
290 4 15 4 2 2788  1 4 2 2 2 3 3 24  1 2 2 3 1 1 
291 4 24 4 6 1927  5 3 3 2 1 2 3 33  3 2 2 3 1 2 
292 4 24 2 8 937   1 2 4 4 1 3 3 27  3 2 2 2 1 1 
293 4 9  2 2 1388  1 3 4 2 1 2 1 26  3 1 1 3 1 1 
294 2 36 2 5 2384  1 2 4 3 1 1 4 33  3 1 1 2 1 1 
295 4 12 2 0 2133  5 5 4 2 1 4 4 52  3 3 1 4 1 2 
296 1 12 4 2 2246  1 5 3 3 1 3 2 60  3 2 2 3 1 1 
297 1 12 4 3 385   1 4 4 2 1 3 1 58  3 2 4 2 1 2 
298 2 24 3 0 1965  5 3 4 2 1 4 3 42  3 1 2 3 1 2 
299 2 24 2 0 2718  1 3 3 2 1 4 2 20  3 1 1 2 1 2 
300 2 24 0 9 4241  1 3 1 3 1 4 1 36  3 2 3 2 1 2 
301 4 24 3 9 3863  1 3 1 3 1 2 4 32  3 3 1 3 1 1 
302 2 24 1 6 1837  1 4 4 2 1 4 4 34  1 3 1 2 1 1 
303 3 10 2 2 1275  1 2 4 9 1 2 2 23  3 2 1 3 1 1 
304 4 24 4 9 4526  1 3 3 3 1 2 1 74  3 2 1 4 1 2 
305 2 36 2 3 2671  2 3 4 2 2 4 4 50  3 3 1 3 1 1 
306 1 12 9 4 741   2 1 4 2 1 3 2 22  3 2 1 3 1 1 
307 4 18 3 2 1808  1 4 4 2 1 1 1 22  3 2 1 3 1 1 
308 2 48 0 9 12204 5 3 2 3 1 2 3 48  1 2 1 4 1 2 
309 2 60 3 3 9157  5 3 2 3 1 2 4 27  3 3 1 4 1 1 
310 1 6  4 0 3676  1 3 1 3 1 3 1 37  3 1 3 3 2 1 
311 4 12 2 0 640   1 3 4 1 1 2 1 49  3 2 1 2 1 1 
312 2 21 4 9 3652  1 4 2 3 1 3 2 27  3 2 2 3 1 1 
313 4 48 2 9 3914  5 3 4 1 1 2 1 38  1 2 1 3 1 1 
314 1 12 2 2 1858  1 2 4 2 1 1 3 22  3 1 1 3 1 1 
315 4 15 9 3 1979  5 5 4 3 1 2 3 35  3 2 1 3 1 1 
316 2 9  1 0 1437  2 4 2 3 1 3 4 29  3 2 1 3 1 1 
317 1 24 2 3 3660  1 3 2 2 1 4 3 28  3 2 1 3 1 1 
318 1 18 1 2 1553  1 3 4 3 1 3 3 44  1 2 1 3 1 1 
319 2 15 2 3 1444  5 2 4 3 1 1 2 23  3 2 1 3 1 1 
320 2 24 2 0 1355  1 2 3 2 1 4 3 25  3 2 1 2 1 2 
321 4 12 2 6 1393  1 5 4 3 1 4 2 47  1 2 3 3 2 2 
322 4 24 2 3 1376  3 4 4 2 1 1 3 28  3 2 1 3 1 1 
323 4 12 2 3 1493  1 2 4 2 1 3 3 34  3 2 1 3 2 1 
324 1 18 2 6 750   1 1 4 2 1 1 1 27  3 2 1 1 1 1 
325 4 15 2 6 4623  2 3 3 3 1 2 2 40  3 2 1 4 1 2 
326 4 24 4 3 1851  1 4 4 4 3 2 3 33  3 2 2 3 1 2 
327 4 36 3 9 7980  5 2 4 3 1 4 3 27  3 1 2 3 1 2 
328 1 48 2 6 7476  1 4 4 3 1 1 4 50  3 3 1 4 1 2 
329 2 36 3 0 8086  2 5 2 3 1 4 3 42  3 2 4 4 1 2 
330 1 14 9 0 3973  1 1 1 9 1 4 4 22  3 3 1 3 1 1 
331 2 12 2 0 888   1 5 4 3 1 4 3 41  1 2 1 2 2 1 
332 2 30 0 9 4221  1 3 2 2 1 1 3 28  3 2 2 3 1 1 
333 3 12 2 3 1297  1 3 3 4 1 4 1 23  3 1 1 3 1 1 
334 2 6  3 2 1050  1 1 4 3 1 1 2 35  2 2 2 4 1 2 
